Gene	GSM4819286	GSM4819287	GSM4819288	GSM4819289	GSM4819298	GSM4819299	GSM4819300	GSM4819301
SH3GLB2	943	912	1039	1459	1164	994	1207	1317
MIGA2	1503	1216	1569	2019	1593	1247	1480	1537
DOLPP1	143	164	127	168	151	147	143	165
CRAT	177	163	164	215	160	145	147	190
PTPA	1301	1536	1447	1763	1250	1182	1535	1366
IER5L	503	1914	393	633	138	427	195	173
LINC02975	29	130	30	29	0	7	2	0
LINC02913	7	31	7	11	0	5	1	3
LINC01503	68	210	52	64	6	35	15	12
LINC00963	519	1243	333	606	387	1014	305	444
NTMT1	555	569	572	810	676	719	685	700
C9orf50	0	2	3	1	0	3	0	2
ASB6	1138	1076	1206	1665	1168	1241	1099	1276
PRRX2	0	0	1	0	1	0	0	0
PTGES	101	129	52	123	275	305	182	411
TOR1B	1149	1536	754	1621	973	1165	721	1029
TOR1A	1426	1950	1159	1743	1393	1743	1168	1165
C9orf78	1929	1921	1871	3064	2332	2067	1995	2418
USP20	2271	1835	2607	3501	3001	2219	2942	3474
MIR6855	0	1	1	1	2	0	1	0
FNBP1	6571	5084	6103	8214	8368	6415	7406	8336
GPR107	1775	2223	1639	2114	1591	2038	1344	1449
NCS1	928	402	426	399	1537	1115	877	812
HMCN2	0	0	0	0	0	0	0	0
ASS1	1	0	1	1	0	0	0	0
LOC100272217	13	7	7	17	6	12	8	6
FUBP3	1146	1249	1022	1531	1380	1408	1084	1152
MIR6856	1	0	0	0	0	0	0	0
PRDM12	0	0	0	1	0	0	0	1
EXOSC2	632	566	638	808	702	825	617	650
ABL1	3408	2561	2811	3392	3548	2685	2815	2688
QRFP	1	0	1	0	0	1	0	0
FIBCD1	0	0	0	0	0	0	0	0
LAMC3	28	33	34	43	8	7	14	32
AIF1L	1	1	1	3	0	1	3	5
NUP214	1926	2232	1974	2659	2019	2226	2021	2129
FAM78A	2455	3110	3239	3887	2353	2281	3388	3003
PLPP7	3	8	4	1	1	7	6	3
PRRC2B	5602	6529	6548	7567	6249	6388	6855	6920
SNORD62A	0	0	2	3	0	0	1	1
SNORD62B	5	13	13	11	9	12	8	13
POMT1	650	564	689	915	748	622	728	823
UCK1	710	758	692	948	780	802	657	741
PRRT1B	0	0	0	0	0	1	0	0
RAPGEF1	11275	17074	8947	13799	11670	19758	9446	12653
MED27	273	306	266	377	294	301	268	252
NTNG2	85	119	102	98	91	159	117	81
SETX	5157	5740	4181	5675	5359	5346	4418	4792
TTF1	596	531	579	796	645	543	551	596
CFAP77	0	0	0	0	0	0	0	0
BARHL1	0	0	0	0	0	0	0	0
DDX31	414	354	424	996	486	428	419	770
GTF3C4	555	559	531	606	630	645	468	536
AK8	3	4	3	2	2	1	0	5
SPACA9	14	9	29	18	18	14	26	22
TSC1	1402	1340	1592	1858	1494	1440	1629	1660
GFI1B	72	44	38	86	55	52	32	89
MIR548AW	0	0	0	0	0	0	0	0
GTF3C5	1146	1219	1224	1673	1156	1253	1228	1288
MIR6877	0	1	3	1	2	0	0	0
CEL	3	9	24	15	9	11	16	17
CELP	1	1	0	1	0	1	3	0
RALGDS	2269	2501	2021	2602	3279	3777	2870	2964
GBGT1	235	561	174	315	180	510	158	230
OBP2B	0	1	1	0	1	0	0	2
ABO	0	0	2	14	3	0	2	2
SURF6	583	613	548	823	717	950	647	659
MED22	976	1023	899	1274	987	1064	906	973
RPL7A	12095	10937	13348	18480	12161	10507	13269	13659
SNORD24	6	11	7	14	6	14	4	6
SNORD36B	13	15	13	17	24	27	11	18
SNORD36A	107	108	91	97	109	131	82	115
SNORD36C	30	32	18	34	47	44	31	34
SURF1	602	658	776	989	654	585	714	745
SURF2	155	185	202	303	216	188	212	242
SURF4	6337	7230	4311	6121	7594	9215	5203	5953
STKLD1	3	3	9	10	7	4	13	13
REXO4	630	631	699	929	729	818	681	735
ADAMTS13	27	33	69	67	43	34	66	59
CACFD1	94	111	187	150	110	164	299	178
SLC2A6	302	650	290	438	1012	1971	646	727
MYMK	0	0	0	0	0	0	0	0
ADAMTSL2	9	23	32	63	10	32	29	30
FAM163B	0	0	0	0	0	0	0	0
DBH	12	10	25	43	14	13	21	22
DBH-AS1	247	106	507	649	231	139	482	446
SARDH	479	152	978	1225	544	120	918	907
VAV2	492	458	718	793	438	489	772	663
BRD3OS	236	258	346	501	327	203	378	458
BRD3	1160	1219	974	1284	994	860	919	1009
WDR5	1108	1112	956	1305	963	1241	922	954
RNU6ATAC	0	0	0	0	2	0	0	0
RXRA	3043	5541	2049	3412	3719	7054	2764	3606
MIR4669	0	0	0	0	0	0	0	0
COL5A1	19	13	16	21	8	16	6	14
LOC101448202	0	0	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0
FCN2	364	755	132	339	228	594	124	170
FCN1	11905	23187	4439	10338	8303	19228	3586	6406
OLFM1	0	0	3	2	10	2	5	5
LOC401557	0	0	0	0	0	0	0	0
LINC02907	0	0	0	0	0	0	0	0
PPP1R26-AS1	7	7	5	6	3	2	2	1
PPP1R26	209	263	132	173	141	179	96	97
PIERCE1	3	2	5	4	4	1	4	4
MRPS2	619	609	597	832	717	830	665	667
LOC101928525	1	0	1	4	2	2	1	6
LCN1	0	0	0	0	0	0	0	0
OBP2A	0	0	0	0	0	0	0	0
PAEP	0	0	0	0	0	0	0	0
LINC01502	0	0	0	0	0	0	0	1
LOC102723971	0	0	0	0	0	0	0	0
GLT6D1	0	0	0	0	0	0	0	0
LCN9	0	0	0	0	0	0	0	0
SOHLH1	0	0	0	0	0	0	0	0
KCNT1	2	3	0	8	6	0	1	2
CAMSAP1	1907	2471	1125	1685	1437	2646	1007	1198
UBAC1	678	1088	660	899	530	917	640	640
NACC2	553	1003	616	877	340	513	365	409
TMEM250	996	1147	884	1296	926	1080	896	959
LHX3	1	0	0	0	0	0	0	0
QSOX2	1114	866	1710	2110	1189	1115	1559	1618
CCDC187	0	1	2	1	3	0	4	8
DKFZP434A062	0	0	0	0	0	0	0	0
GPSM1	133	307	194	318	272	534	243	357
DNLZ	92	117	124	211	113	150	138	158
CARD9	90	207	91	97	91	302	97	41
SNAPC4	494	591	555	801	634	885	629	652
ENTR1	652	714	801	1071	740	888	702	848
PMPCA	1150	1141	1184	1468	1349	1563	1285	1304
INPP5E	448	502	487	771	477	543	550	651
SEC16A	4128	4944	3544	4759	5045	6227	3780	4797
C9orf163	3	8	8	7	11	5	13	12
NOTCH1	2314	7362	2623	3104	3712	8308	3885	4200
MIR4673	0	0	1	0	0	0	0	0
MIR4674	0	0	0	1	0	0	0	0
NALT1	0	8	6	7	6	7	7	9
EGFL7	23	60	19	33	29	72	16	31
MIR126	0	0	0	0	1	0	0	0
AGPAT2	479	829	418	605	311	515	300	301
DIPK1B	61	34	40	51	65	43	28	62
SNHG7	506	755	699	1145	544	664	640	848
SNORA17B	0	0	0	0	0	0	0	0
SNORA17A	0	0	0	0	0	0	0	0
LCN10	11	24	98	65	14	26	71	38
LCN6	1	1	2	1	0	1	0	0
LOC100128593	0	0	0	0	0	2	0	0
MIR6722	0	0	0	0	0	0	0	0
LCN8	0	15	1	2	0	18	2	2
LCN15	0	0	0	0	0	0	0	0
TMEM141	193	205	224	287	254	169	210	236
CCDC183	34	19	49	83	43	33	61	92
CCDC183-AS1	40	44	59	89	51	48	51	77
RABL6	1266	1442	1424	1983	1438	1401	1480	1569
MIR4292	5	8	8	14	7	11	10	7
AJM1	16	22	28	36	24	36	31	35
PHPT1	287	283	209	277	303	315	209	266
MAMDC4	72	82	119	114	102	118	104	92
EDF1	2563	2409	2478	3369	2792	2859	2623	2800
TRAF2	302	326	244	416	465	584	273	386
MIR4479	0	1	0	0	0	0	0	0
FBXW5	2413	2947	2420	3697	2640	3363	2674	2984
C8G	33	15	15	18	22	12	12	19
LCN12	16	3	9	16	14	4	11	10
LINC02692	79	91	78	197	96	97	81	155
PTGDS	189	128	217	407	197	144	235	381
LCNL1	31	8	12	36	6	5	13	15
PAXX	1430	1037	1309	1715	1937	1366	1667	1644
CLIC3	577	319	928	879	933	460	1284	1023
ABCA2	2350	1737	2008	2436	3133	2191	2402	2562
LINC02908	36	87	47	45	15	44	24	29
FUT7	102	130	97	167	133	81	99	149
NPDC1	110	71	90	391	135	78	95	344
ENTPD2	0	1	0	1	0	0	0	0
SAPCD2	4	11	18	16	22	8	22	21
UAP1L1	242	337	321	289	213	226	261	242
MAN1B1-DT	18	24	23	58	17	18	22	23
MAN1B1	1166	954	1440	1456	1340	829	1289	1253
DPP7	2496	2477	2836	3751	2896	3006	3265	3257
GRIN1	1	0	0	0	0	1	0	1
LRRC26	0	0	0	10	1	0	1	9
MIR3621	0	0	0	0	0	0	0	0
TMEM210	1	0	0	1	0	0	1	1
ANAPC2	1499	1532	1712	2194	1654	1731	1858	1918
SSNA1	680	759	635	939	745	740	711	746
TPRN	166	165	149	215	132	142	139	191
TMEM203	666	651	663	975	660	595	674	671
NDOR1	863	1046	1003	1334	1002	1209	1128	1172
RNF208	6	3	7	10	8	3	13	15
CYSRT1	1	1	3	5	1	1	4	0
RNF224	1	0	0	1	0	0	0	0
SLC34A3	0	0	1	0	0	0	0	2
TUBB4B	1855	1896	1398	2324	1796	2291	1470	1860
FAM166A	4	1	4	5	2	2	5	10
STPG3-AS1	0	1	5	7	5	9	3	6
STPG3	0	0	0	0	0	0	0	0
NELFB	1249	1568	1315	1838	1296	1449	1271	1364
TOR4A	765	1462	534	1054	672	1563	578	710
NRARP	4	23	16	49	76	166	91	140
EXD3	128	141	186	304	159	150	222	239
NOXA1	111	144	107	289	146	141	128	203
ENTPD8	0	1	0	0	0	3	0	0
NSMF	1564	1061	2009	3340	1868	1434	2196	2676
MIR7114	1	0	0	0	0	2	0	0
PNPLA7	110	177	182	250	105	166	214	221
MRPL41	260	302	533	962	333	364	552	679
DPH7	850	717	1205	1474	885	725	1040	1110
ZMYND19	319	301	393	526	358	343	362	360
ARRDC1	698	829	871	1207	697	876	862	1021
ARRDC1-AS1	216	185	262	300	203	215	262	223
EHMT1	1388	1595	2153	2662	1596	1541	2306	2221
MIR602	0	0	0	0	0	0	0	0
LOC100133077	0	0	0	0	0	0	0	0
CACNA1B	2	0	2	1	0	2	2	2
LOC101928786	0	0	0	0	0	0	0	0
TUBBP5	6	7	11	24	10	10	8	71
LOC101928932	0	2	0	10	0	5	0	34
FAM157B	57	49	92	180	66	60	83	220
TRNF	0	0	0	0	0	0	0	0
RNR1	0	0	0	0	0	0	0	0
TRNV	0	0	0	0	0	0	0	0
RNR2	0	0	0	0	0	0	0	0
TRNL1	0	0	0	0	0	0	0	0
ND1	0	0	0	0	0	0	0	0
TRNI	0	0	0	0	0	0	0	0
TRNQ	0	0	0	0	0	0	0	0
TRNM	0	0	0	0	0	0	0	0
ND2	0	0	0	0	0	0	0	0
TRNW	0	0	0	0	0	0	0	0
TRNA	0	0	0	0	0	0	0	0
TRNN	0	0	0	0	0	0	0	0
TRNC	0	0	0	0	0	0	0	0
TRNY	0	0	0	0	0	0	0	0
COX1	0	0	0	0	0	0	0	0
TRNS1	0	0	0	0	0	0	0	0
TRND	0	0	0	0	0	0	0	0
COX2	0	0	0	0	0	0	0	0
TRNK	0	0	0	0	0	0	0	0
ATP8	0	0	0	0	0	0	0	0
ATP6	0	0	0	0	0	0	0	0
COX3	0	0	0	0	0	0	0	0
TRNG	0	0	0	0	0	0	0	0
ND3	0	0	0	0	0	0	0	0
TRNR	0	0	0	0	0	0	0	0
ND4L	0	0	0	0	0	0	0	0
ND4	0	0	0	0	0	0	0	0
TRNH	0	0	0	0	0	0	0	0
TRNS2	0	0	0	0	0	0	0	0
TRNL2	0	0	0	0	0	0	0	0
ND5	0	0	0	0	0	0	0	0
ND6	0	0	0	0	0	0	0	0
TRNE	0	0	0	0	0	0	0	0
CYTB	0	0	0	0	0	0	0	0
TRNT	0	0	0	0	0	0	0	0
TRNP	0	0	0	0	0	0	0	0
PLCXD1	435	304	391	612	650	433	385	544
GTPBP6	978	888	1125	1524	1244	1123	1314	1339
LINC00685	56	72	120	160	54	75	98	133
PPP2R3B	219	172	304	425	253	166	323	332
SHOX	0	0	0	0	0	0	0	0
CRLF2	180	181	98	161	320	435	224	356
CSF2RA	1096	3159	1093	1425	702	2024	608	702
MIR3690	1	1	1	0	1	3	1	1
IL3RA	1047	1516	885	822	1132	2246	1150	984
SLC25A6	8438	9653	8880	11498	8676	9142	9153	9191
LINC00106	31	34	41	41	28	42	45	34
ASMTL-AS1	160	219	254	229	143	245	228	154
ASMTL	677	790	833	1069	837	977	1082	1257
P2RY8	5707	6010	7711	10514	7275	6321	8942	10316
AKAP17A	3474	3672	4061	5869	4316	4485	4468	5045
ASMT	6	2	7	6	6	0	4	3
DHRSX	203	249	205	312	182	269	252	224
ZBED1	1198	1478	1238	1650	1222	1499	1316	1281
MIR6089	0	0	0	0	0	0	0	0
CD99P1	62	109	93	88	54	74	54	65
LINC00102	0	0	0	0	0	0	0	0
CD99	2105	2948	1694	2012	1756	2335	1355	1318
XG	1	1	3	2	1	1	5	1
GYG2	0	0	0	0	0	1	0	0
ARSD	471	304	326	324	335	224	228	216
ARSL	0	2	1	2	1	1	0	1
ARSH	0	0	0	0	0	0	0	0
ARSF	0	0	0	0	0	0	0	0
LINC01546	0	0	0	0	0	0	0	0
MXRA5	0	0	0	0	0	0	0	0
PRKX	3289	1757	4223	4965	3975	2082	4740	4692
PRKX-AS1	0	0	0	0	0	0	0	0
LOC389906	280	153	373	519	317	202	372	420
TRI-GAT1-1	0	0	0	0	0	0	0	0
TRI-GAT1-2	0	0	0	0	0	0	0	0
TRI-GAT1-3	0	0	0	0	0	0	0	0
LOC101928201	0	0	0	0	0	0	0	0
NLGN4X	0	0	0	1	0	1	0	2
LOC105373156	0	0	0	0	0	0	0	0
MIR4770	0	0	0	0	0	0	0	0
VCX3A	0	0	0	0	0	0	0	0
PUDP	351	289	350	438	311	194	319	282
STS	164	159	184	226	161	98	161	155
MIR4767	0	0	0	0	0	0	0	0
VCX	0	0	0	0	0	0	0	0
PNPLA4	81	68	102	115	71	74	90	79
MIR651	0	0	0	0	0	0	0	0
VCX2	0	0	0	0	0	0	0	0
VCX3B	0	0	0	0	0	0	0	0
ANOS1	1	3	0	1	1	2	1	1
FAM9A	0	0	0	0	0	0	0	0
FAM9B	0	1	3	1	2	1	3	4
TBL1X	1841	1566	2179	3481	2180	1486	2298	2826
GPR143	2	0	0	0	0	1	0	2
SHROOM2	1	2	0	1	2	1	1	0
CLDN34	0	0	0	0	0	0	0	0
WWC3	781	918	820	1044	1016	1007	866	977
CLCN4	19	55	35	47	25	43	28	34
MID1	5	1	6	11	1	10	6	4
HCCS	484	624	378	553	586	799	413	537
ARHGAP6	34	43	20	44	23	31	13	27
AMELX	0	0	0	0	0	0	0	0
MIR548AX	0	0	0	0	0	0	0	0
MSL3	2443	2400	3354	4224	2866	2249	3051	3682
FRMPD4	0	0	0	0	0	0	0	0
PRPS2	447	407	417	519	467	476	461	498
TLR7	53	273	60	98	97	282	123	165
TLR8-AS1	1	5	2	3	1	2	2	3
TLR8	440	1325	639	774	201	600	398	424
TMSB4X	34063	39473	30254	44435	44829	54257	43337	47753
FAM9C	0	2	0	0	1	0	4	1
LOC105373133	1	1	1	1	1	2	0	0
GS1-600G8.3	0	0	0	0	0	0	0	0
ATXN3L	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0
EGFL6	0	0	0	0	0	0	0	0
MIR6086	0	0	0	0	0	0	0	0
TCEANC	127	99	160	242	119	113	170	160
RAB9A	791	689	646	1068	460	522	418	441
TRAPPC2	332	240	334	415	340	240	291	346
OFD1	1610	1134	1769	2048	1566	1096	1350	1492
GPM6B	4	0	1	4	13	4	6	22
GEMIN8	261	249	298	379	293	300	288	336
UBE2E4P	272	291	157	250	252	271	152	201
GLRA2	0	0	0	0	0	0	0	0
FANCB	28	23	25	20	32	26	28	30
MOSPD2	594	585	484	565	622	502	456	469
ASB9	14	4	8	20	7	6	6	14
ASB11	0	0	0	0	0	0	0	0
PIGA	443	424	356	521	484	414	353	471
PIR-FIGF	0	0	0	0	0	0	0	0
VEGFD	0	0	0	0	0	0	0	0
PIR	0	0	0	0	0	1	3	0
ACE2	0	0	0	0	0	1	1	0
BMX	6	8	0	1	7	11	5	0
ACE2-DT	0	0	0	0	0	0	0	0
CLTRN	7	2	5	7	3	1	6	2
CA5BP1	213	165	202	230	208	226	166	191
CA5B	264	148	279	394	246	130	229	246
INE2	0	0	2	1	1	0	1	0
ZRSR2	420	277	559	701	433	221	534	507
AP1S2	1795	2024	1076	1880	2752	2737	1472	1826
GRPR	3	7	1	3	4	5	5	5
MAGEB17	0	1	0	1	1	0	0	1
CTPS2	202	181	278	394	177	129	195	239
MIR548AM	0	0	0	0	0	1	0	0
S100G	1	0	0	0	0	0	0	0
SYAP1	4189	2799	3734	5214	3802	2056	3137	3389
TXLNG	1180	587	1420	1866	1304	765	1368	1417
RBBP7	2194	2051	2307	3125	2348	2114	2339	2524
REPS2	185	383	181	213	76	86	57	67
NHS	1	12	2	3	7	5	5	4
MIR4768	0	0	0	0	0	0	0	0
NHS-AS1	0	0	0	0	0	0	0	0
SCML1	2551	1600	2486	3472	2320	1311	2024	2080
RAI2	4	17	27	28	11	24	30	35
BEND2	56	17	22	61	66	42	23	69
SCML2	34	30	28	39	52	44	40	43
CDKL5	50	63	55	51	46	48	27	49
RS1	0	0	0	0	0	0	0	1
TRV-TAC1-2	0	1	1	0	3	0	1	0
PPEF1	3	5	8	5	2	1	4	5
PPEF1-AS1	0	0	0	0	0	0	0	0
PHKA2-AS1	11	8	8	13	7	10	11	11
PHKA2	863	947	953	1208	819	881	852	938
ADGRG2	1	1	1	3	1	0	1	1
PDHA1	902	920	942	1315	995	1018	984	1073
MAP3K15	3	4	3	0	6	2	5	2
SH3KBP1	2234	2951	1868	2305	2291	2855	1812	1778
BCLAF3	297	293	238	320	282	280	228	251
LOC729609	1	2	0	0	0	0	0	1
MAP7D2	47	4	52	62	31	1	55	46
MIR23C	0	0	0	0	0	0	0	1
EIF1AX	1323	766	1044	1495	1924	1030	1250	1348
SCARNA9L	0	0	1	2	0	0	0	0
EIF1AX-AS1	0	0	0	0	0	0	0	0
RPS6KA3	4750	4556	3811	4754	5108	5557	3715	3646
CNKSR2	115	82	206	295	96	48	130	146
KLHL34	14	13	23	44	18	13	22	29
SMPX	0	0	0	0	0	0	0	0
MBTPS2	193	201	177	259	213	222	177	177
YY2	27	26	31	25	35	42	22	25
SMS	1032	1356	614	1169	977	1393	618	806
PHEX	45	6	26	51	71	15	58	110
PHEX-AS1	0	1	0	0	0	0	0	0
PTCHD1-AS	0	0	0	0	0	0	0	0
CBLL2	0	0	0	0	0	0	0	0
DDX53	0	0	0	0	0	0	0	0
PTCHD1	0	0	0	1	0	1	2	0
PRDX4	150	178	179	209	174	261	152	158
ACOT9	1547	1843	977	1554	1073	1717	785	1161
SAT1	21767	26768	14682	21035	11077	16332	9322	10710
APOO	33	38	45	54	43	29	45	46
CXorf58	1	2	2	2	0	0	0	0
KLHL15	243	243	235	328	387	259	279	368
EIF2S3	3747	2997	3695	5025	4018	3496	3643	4033
ZFX-AS1	1	0	0	1	1	0	2	2
ZFX	1616	975	1472	1886	1678	1043	1468	1549
SUPT20HL2	0	0	0	0	0	0	0	0
SUPT20HL1	0	0	0	0	0	0	0	0
PDK3	738	609	856	927	838	525	914	811
PCYT1B	6	11	8	4	5	5	11	7
PCYT1B-AS1	0	0	0	0	0	0	0	0
POLA1	178	183	209	230	211	189	178	167
SCARNA23	0	0	0	0	0	0	0	0
ARX	0	0	0	0	0	0	0	0
MAGEB18	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0	0	0
VENTXP1	0	1	0	0	0	0	0	0
PPP4R3C	0	0	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0
MAGEB10	0	0	0	0	0	0	0	0
DCAF8L1	0	1	1	0	0	0	2	0
MIR6134	0	0	0	0	0	0	0	0
IL1RAPL1	0	0	0	0	0	0	0	0
MIR4666B	0	0	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0
NR0B1	0	0	0	0	0	0	0	0
TASL	154	156	132	207	253	368	206	349
GK	1675	1095	851	1731	2330	1484	810	1693
TAB3	1241	1199	972	1361	1157	1117	979	1150
FTHL17	0	0	0	0	0	0	0	0
DMD	23	26	44	43	20	37	51	35
MIR3915	0	0	0	0	0	0	0	0
MIR548F5	0	0	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0	0
TMEM47	0	0	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0
CFAP47	0	0	0	0	0	0	0	0
LOC101928627	0	0	0	0	1	0	0	0
FAM47C	0	0	0	0	0	0	0	0
FTHL18P	0	0	0	0	0	0	0	0
PRRG1	19	7	1	3	13	9	0	1
LANCL3	4	8	6	9	7	9	4	8
XK	17	28	20	33	25	33	25	28
CYBB	2353	5087	1625	2785	3520	8784	2540	3395
DYNLT3	467	420	370	608	812	556	545	593
SYTL5	3	0	1	0	0	0	1	4
H2AP	0	0	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0	0	0
SRPX	6	9	4	3	1	2	1	3
RPGR	319	293	275	351	306	327	231	258
OTC	0	0	0	0	0	0	0	0
TSPAN7	2	0	4	10	6	1	5	0
MID1IP1-AS1	1	0	1	2	2	0	4	4
MID1IP1	664	926	674	934	864	1296	905	986
LINC01281	40	18	58	63	37	17	41	26
LINC01282	0	0	0	0	0	0	0	0
MIR3937	0	0	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0	0	0
BCOR	1455	2154	1582	2167	2300	2764	2281	2611
LINC03099	0	0	0	0	0	0	0	1
ATP6AP2	3451	3991	2794	3876	3569	4085	2670	3117
MPC1L	0	1	0	1	0	3	1	0
CXorf38	1244	1182	1203	1738	1111	951	1046	1145
MED14	2695	2409	2514	3209	3197	2498	2768	2949
MED14OS	31	30	14	20	32	46	22	24
TNIP2P1	12	4	4	13	7	6	4	7
USP9X	6393	6257	5055	6933	5911	4650	5473	5432
DDX3X	19955	17711	15893	22325	23111	19757	18383	20475
NYX	2	0	0	0	1	0	0	0
CASK	378	309	281	398	351	298	310	260
GPR34	108	161	131	184	40	11	16	21
GPR82	22	47	40	38	14	14	18	7
PPP1R2C	1	0	1	2	5	0	2	8
PINCR	0	0	0	0	0	0	0	0
MAOA	2	9	1	2	0	13	2	1
MAOB	3	0	2	2	1	0	0	1
NDP	1	0	0	1	0	0	0	0
EFHC2	43	22	39	70	43	14	52	57
FUNDC1	150	116	161	236	196	116	182	181
DUSP21	0	0	0	0	0	0	0	0
KDM6A	2482	1510	2188	2944	2556	1422	2322	2359
DIPK2B	0	0	0	0	0	0	0	0
LINC01204	1	0	0	0	0	0	0	1
MFFP3	0	0	0	0	0	1	0	0
MIR221	12	6	6	10	40	61	10	32
MIR222	0	0	0	0	1	1	0	2
LINC02595	2	1	0	2	1	6	1	2
LINC01186	0	0	0	0	0	0	0	0
KRBOX4	338	286	366	484	343	331	325	348
ZNF674	91	83	75	129	115	97	86	92
ZNF674-AS1	87	71	65	116	138	151	81	108
CHST7	161	235	86	193	398	503	208	292
SLC9A7	252	363	383	437	264	397	314	378
RP2	1679	2008	963	1506	1674	1740	854	1093
LINC01545	0	0	0	0	0	0	0	0
JADE3	221	262	484	456	129	181	214	156
RGN	0	0	0	0	0	0	0	0
NDUFB11	757	745	891	1088	864	773	820	882
RBM10	1730	1956	1685	2263	1887	2220	1805	1946
UBA1	7567	7223	6403	8480	7188	7472	5985	6890
INE1	84	58	76	96	79	84	86	108
CDK16	1625	1444	1843	2774	1657	1543	1523	1932
USP11	2280	1719	3118	3642	2273	1670	2819	2809
ZNF157	10	3	12	22	10	6	6	7
SNORA11C	0	0	0	0	0	0	0	0
ZNF41	653	561	568	714	656	490	622	553
LINC01560	41	50	45	49	44	47	42	30
ARAF	2109	2294	2143	2733	2208	2643	2143	2455
SYN1	359	373	179	283	487	428	259	348
TIMP1	38798	41316	13783	29229	59858	65857	23444	40352
MIR4769	0	0	0	0	0	0	0	0
CFP	1856	3675	1197	1903	1518	3952	1213	1467
ELK1	844	1025	786	1064	901	1131	719	899
UXT	1379	1217	1544	2175	1393	1387	1638	1676
UXT-AS1	7	6	4	7	7	8	8	5
CXXC1P1	0	0	0	0	0	0	0	0
ZNF81	274	333	272	301	248	292	287	255
ZNF182	467	468	570	721	439	351	513	518
SPACA5	1	1	2	5	1	0	0	3
ZNF630-AS1	0	0	0	0	0	0	0	0
ZNF630	22	90	46	60	31	61	51	60
SSX6P	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	0	0	0
SSX9P	0	0	0	0	0	0	0	0
SSX3	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0
SLC38A5	101	76	116	134	143	138	145	146
FTSJ1	786	857	762	1169	838	933	787	889
PORCN	208	207	252	317	202	225	243	230
EBP	241	197	229	319	232	228	259	270
TBC1D25	519	562	544	737	578	599	640	695
RBM3	7522	8367	5590	7647	8013	9001	5430	5927
WDR13	872	1169	772	1056	684	989	739	810
WAS	2262	2919	2273	3133	1769	2140	1982	2163
SUV39H1	286	229	364	389	282	199	320	315
GLOD5	0	0	0	0	0	0	0	0
GATA1	17	21	9	6	11	18	9	10
HDAC6	973	1054	1367	1676	1103	1004	1219	1360
ERAS	0	0	0	0	0	1	0	1
PCSK1N	3	5	17	39	7	4	23	27
TIMM17B	451	500	491	647	518	537	501	527
PQBP1	960	898	946	1312	1045	1022	926	1102
SLC35A2	407	468	364	504	419	577	393	424
PIM2	952	750	1403	1789	2383	1684	1824	3052
OTUD5	1994	2257	2481	3475	2196	2390	2490	2740
KCND1	31	54	56	45	48	78	59	58
GRIPAP1	2225	2483	2569	3267	2684	2924	2580	3009
TFE3	1862	3043	1385	2252	2155	3782	1637	2161
CCDC120	111	99	159	204	163	152	201	221
PRAF2	221	188	301	400	285	241	334	356
WDR45	1147	1280	1069	1470	1284	1521	1138	1286
GPKOW	507	512	472	593	567	550	458	494
MAGIX	15	28	17	26	20	29	23	16
PLP2	3364	5200	2526	3983	2858	4421	2488	3020
PRICKLE3	121	128	132	183	143	185	153	134
SYP	16	17	10	28	11	13	13	25
SYP-AS1	0	0	0	3	1	0	0	0
CACNA1F	40	62	76	119	53	56	70	98
CCDC22	554	508	560	801	586	595	622	668
FOXP3	146	150	178	266	272	286	228	262
PPP1R3F	82	73	112	167	72	84	129	120
GAGE10	0	0	3	0	0	0	0	0
GAGE12J	0	1	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0
GAGE12D	0	0	1	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	1	0
GAGE2D	0	0	0	0	1	0	0	0
GAGE12G	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	1	0
PAGE1	0	0	0	0	0	0	0	0
