GENE_NAME	GSM4217259	GSM4217258	GSM4217257	GSM4217256	GSM4217251	GSM4217250	GSM4217253	GSM4217252	GSM4217255	GSM4217254	GSM4217261	GSM4217260
GM2862	ENSMUSG00000089639	0.59	0.83	0.63	0.63	0.00	0.00	0.00	0.27	0.85	1.17	0.00	0.00
GM6397	ENSMUSG00000089640	1.21	0.91	1.32	0.80	1.16	0.24	1.18	1.19	1.02	1.85	0.62	1.89
GM16566	ENSMUSG00000089642	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16301	ENSMUSG00000089643	2.59	1.69	1.62	0.40	0.72	0.65	0.91	0.85	1.10	0.85	0.38	0.65
GM5766	ENSMUSG00000089645	0.89	0.60	0.31	0.55	0.61	0.75	0.67	0.70	0.59	0.37	0.25	0.47
GM15796	ENSMUSG00000089646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00
GM2245	ENSMUSG00000089647	8.23	8.00	6.10	9.82	8.88	10.14	5.75	12.62	4.46	5.15	5.42	5.81
GM15790	ENSMUSG00000089648	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16353	ENSMUSG00000089651	0.18	0.24	0.21	0.09	0.58	0.38	0.17	0.71	0.37	0.26	0.00	0.11
GM16025	ENSMUSG00000089652	0.06	0.05	0.06	0.04	0.08	0.00	0.00	0.04	0.09	0.01	0.04	0.02
GM15841	ENSMUSG00000089653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EAR-PS12	ENSMUSG00000089654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16004	ENSMUSG00000089655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16271	ENSMUSG00000089656	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16585	ENSMUSG00000089657	1.06	2.87	2.45	4.94	1.69	3.28	2.34	2.78	0.96	2.33	2.52	1.97
GM3470	ENSMUSG00000089659	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.16
MIA	ENSMUSG00000089661	0.43	0.25	0.24	0.75	0.00	0.10	0.15	0.19	0.08	0.03	0.12	0.10
GM14057	ENSMUSG00000089662	1.34	0.66	0.54	0.62	0.56	1.80	0.77	0.74	0.21	0.37	0.31	0.38
GM15651	ENSMUSG00000089663	0.08	0.09	0.15	0.24	0.22	0.17	0.32	0.29	0.07	0.03	0.08	0.08
GM12494	ENSMUSG00000089664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FCOR	ENSMUSG00000089665	0.47	0.93	0.67	0.00	0.91	1.23	0.00	0.70	1.03	0.40	0.49	0.82
GM16269	ENSMUSG00000089666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15914	ENSMUSG00000089667	4.33	1.70	1.69	1.80	1.93	0.58	0.83	2.88	1.48	0.95	1.03	0.58
TNFSF13	ENSMUSG00000089669	0.74	0.99	0.80	0.41	1.81	1.95	0.17	0.84	0.79	0.37	0.07	0.42
GM16581	ENSMUSG00000089670	0.11	0.13	0.23	0.12	0.16	0.00	0.22	0.13	0.04	0.09	0.00	0.00
GM16537	ENSMUSG00000089671	0.09	0.07	0.00	0.22	0.09	0.00	0.23	0.12	0.14	0.05	0.00	0.07
GP49A	ENSMUSG00000089672	1.90	4.20	1.04	2.49	3.89	8.39	2.23	7.13	1.69	1.49	1.24	2.75
GM16546	ENSMUSG00000089673	2.01	1.42	1.43	1.07	1.20	1.74	0.95	1.47	0.91	0.71	0.00	1.08
UGT1A8	ENSMUSG00000089675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
AGXT2	ENSMUSG00000089678	0.02	0.00	0.00	0.00	0.09	0.00	0.00	0.02	0.00	0.00	0.00	0.00
GM16299	ENSMUSG00000089679	0.02	0.01	0.06	0.00	2.21	1.69	0.88	1.15	0.04	0.00	0.02	0.05
GM15722	ENSMUSG00000089680	0.38	0.21	0.26	0.39	0.53	0.49	0.12	0.76	0.20	0.31	0.00	0.08
BCL2L2	ENSMUSG00000089682	0.31	0.43	0.30	0.14	0.43	0.88	0.39	0.45	2.54	3.01	3.46	3.75
4930570N18RIK	ENSMUSG00000089683	1.15	0.49	1.03	1.54	0.83	0.50	0.72	0.47	0.42	0.82	0.00	0.50
GM14163	ENSMUSG00000089684	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00
GM9017	ENSMUSG00000089685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MND1-PS	ENSMUSG00000089686	0.22	0.36	0.07	0.11	0.21	0.56	0.31	0.24	0.30	0.24	0.12	0.00
RAB42	ENSMUSG00000089687	0.39	0.35	0.64	0.33	0.22	0.68	0.62	0.15	0.38	0.43	0.41	0.13
GM4982	ENSMUSG00000089689	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
GM16569	ENSMUSG00000089690	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00
GM4477	ENSMUSG00000089694	0.18	0.00	0.24	0.10	0.00	0.16	0.00	0.08	0.02	0.05	0.00	0.05
GM15946	ENSMUSG00000089695	0.36	0.00	0.13	0.19	0.34	0.31	0.47	0.22	0.26	0.00	0.00	0.16
GM4778	ENSMUSG00000089696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15947	ENSMUSG00000089697	0.00	0.02	0.02	0.00	0.00	0.00	0.02	0.02	0.00	0.01	0.02	0.00
GM2541	ENSMUSG00000089698	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM1992	ENSMUSG00000089699	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM2343	ENSMUSG00000089700	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15978	ENSMUSG00000089701	0.90	0.45	0.22	0.25	0.46	0.56	0.21	0.57	0.11	0.00	0.42	0.14
GM16568	ENSMUSG00000089702	3.55	3.51	2.51	1.88	3.55	3.16	1.38	4.03	2.26	1.55	0.37	1.21
GM15833	ENSMUSG00000089703	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GALNT2	ENSMUSG00000089704	10.43	10.84	6.52	7.39	7.26	8.45	6.44	9.74	9.62	8.48	8.72	11.20
GM15970	ENSMUSG00000089705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
B230216N24RIK	ENSMUSG00000089706	1.25	1.07	0.51	0.80	0.88	0.82	1.20	1.13	0.52	0.37	0.72	0.66
SLAIN1OS	ENSMUSG00000089707	2.96	2.19	1.19	1.37	1.34	1.42	1.31	1.56	0.90	0.78	9.19	1.61
5330439A09RIK	ENSMUSG00000089708	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
GM16262	ENSMUSG00000089709	0.70	1.20	0.72	1.75	0.71	1.06	0.12	1.46	0.43	0.40	0.67	3.79
GM15810	ENSMUSG00000089710	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16240	ENSMUSG00000089711	0.42	0.06	0.21	0.11	0.29	0.18	0.15	0.14	0.00	0.12	0.00	0.09
GM15889	ENSMUSG00000089712	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
GM16564	ENSMUSG00000089713	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.01	0.00	0.00	0.02	0.00
GM16092	ENSMUSG00000089714	0.00	0.01	0.09	0.03	0.06	0.05	0.00	0.03	0.00	0.01	0.05	0.00
CBX6	ENSMUSG00000089715	18.01	16.25	21.39	18.44	10.64	9.26	11.25	15.76	17.73	16.44	11.66	15.52
GM6264	ENSMUSG00000089716	2.14	1.56	1.12	1.84	1.39	0.71	1.79	1.70	0.72	1.03	1.27	1.48
OLFR275	ENSMUSG00000089717	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2310075C17RIK	ENSMUSG00000089718	16.65	14.66	9.39	10.21	16.57	12.94	13.77	8.95	14.19	11.52	0.31	0.26
GM15758	ENSMUSG00000089719	11.57	5.78	10.18	11.07	8.24	7.04	10.69	8.32	4.67	5.18	6.48	4.39
GM13734	ENSMUSG00000089720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM11711	ENSMUSG00000089722	0.00	0.09	0.00	0.18	0.00	0.09	0.31	0.14	0.00	0.04	0.00	0.09
GM16117	ENSMUSG00000089723	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.31	0.26
KRTAP4-8	ENSMUSG00000089724	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIR17HG	ENSMUSG00000089726	10.05	30.36	12.88	28.59	12.14	29.94	9.77	23.90	22.88	42.01	5.74	25.22
KLRA8	ENSMUSG00000089727	0.05	0.00	0.03	0.05	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00
CLEC2F	ENSMUSG00000089728	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.12	0.00	0.00	0.00	0.00
GM16552	ENSMUSG00000089729	1.08	1.30	1.16	1.22	2.03	2.64	0.83	1.74	0.51	0.75	1.03	0.54
1700007P06RIK	ENSMUSG00000089730	0.21	0.08	0.10	0.00	0.13	0.00	0.19	0.09	0.00	0.08	0.07	0.00
GM10013	ENSMUSG00000089731	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OLFR1118	ENSMUSG00000089732	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15628	ENSMUSG00000089733	0.25	0.14	0.08	0.00	0.00	0.00	0.16	0.19	0.00	0.00	0.13	0.21
GM16108	ENSMUSG00000089734	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM8428	ENSMUSG00000089735	1.35	1.01	1.17	0.77	1.95	1.58	0.76	1.28	0.71	0.39	0.12	0.39
TGFBR3L	ENSMUSG00000089736	2.89	2.22	3.08	2.49	3.50	2.62	3.59	2.76	1.94	2.37	3.30	0.95
GM15688	ENSMUSG00000089737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM20431	ENSMUSG00000089739	0.77	0.00	5.13	2.97	0.00	0.00	0.61	0.74	2.94	3.45	1.88	1.89
GM15898	ENSMUSG00000089742	0.41	0.23	0.21	0.00	0.29	0.18	0.40	0.43	0.43	0.39	0.53	0.26
GM16226	ENSMUSG00000089743	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16146	ENSMUSG00000089744	2.59	1.45	1.08	0.18	2.29	1.49	2.22	2.11	1.73	1.25	5.01	2.66
1810008B01RIK	ENSMUSG00000089745	0.93	0.63	0.68	0.82	0.60	0.37	0.38	1.00	0.35	0.39	0.82	1.27
GM3513	ENSMUSG00000089746	0.00	0.06	0.00	0.00	0.19	0.00	0.13	0.20	0.00	0.00	0.00	0.00
MATR3-PS2	ENSMUSG00000089748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM11357	ENSMUSG00000089749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.06	0.00
OLFR1213	ENSMUSG00000089751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM11709	ENSMUSG00000089753	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00
EAR-PS7	ENSMUSG00000089754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0610012D04RIK	ENSMUSG00000089755	1.42	1.00	0.71	0.67	0.61	1.56	0.33	0.82	0.64	0.14	0.13	0.22
GM8898	ENSMUSG00000089756	11.19	14.39	14.29	14.52	16.34	20.44	18.78	20.69	13.69	13.60	5.94	12.60
GM16334	ENSMUSG00000089757	0.09	0.25	0.24	0.73	0.58	1.22	0.35	0.52	0.19	0.05	1.01	0.53
3632454L22RIK	ENSMUSG00000089759	1.08	0.78	0.65	0.37	1.01	0.54	0.26	0.91	0.51	0.55	0.15	0.36
D030046N08RIK	ENSMUSG00000089760	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
VMN2R-PS111	ENSMUSG00000089761	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IER5L	ENSMUSG00000089762	0.03	0.02	0.02	0.03	0.00	0.00	0.00	0.03	0.07	0.02	0.00	0.00
GM2635	ENSMUSG00000089763	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16580	ENSMUSG00000089764	1.36	2.01	2.01	2.54	2.13	2.57	0.98	2.36	0.85	1.24	0.51	1.03
GM16538	ENSMUSG00000089766	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.00	0.25	0.00
4930556I23RIK	ENSMUSG00000089767	0.12	0.20	0.08	0.12	0.00	0.00	0.00	0.05	0.25	0.20	0.12	0.00
TMSB15B1	ENSMUSG00000089768	10.72	6.43	7.99	4.05	5.77	4.38	3.23	1.88	12.12	11.36	12.80	5.76
GM16574	ENSMUSG00000089769	1.70	2.06	1.48	1.59	2.42	3.34	0.95	2.51	1.18	0.98	0.84	1.03
GM16311	ENSMUSG00000089771	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SKINT1	ENSMUSG00000089773	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SLC5A3	ENSMUSG00000089774	1.86	3.41	1.83	2.94	3.39	3.99	1.36	3.68	1.11	1.10	6.84	6.65
GM16270	ENSMUSG00000089775	0.02	0.02	0.02	0.00	0.03	0.00	0.00	0.01	0.00	0.01	0.00	0.00
GM15684	ENSMUSG00000089776	0.20	0.06	0.08	0.12	0.42	0.19	0.11	0.19	0.08	0.09	0.03	0.05
GM15641	ENSMUSG00000089779	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16306	ENSMUSG00000089780	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15756	ENSMUSG00000089781	0.00	0.00	0.00	0.11	0.00	0.27	0.00	0.02	0.00	0.00	0.09	0.00
GM3531	ENSMUSG00000089782	0.00	0.16	0.21	0.00	0.00	0.73	0.00	0.00	0.22	0.00	0.00	0.00
GM454	ENSMUSG00000089783	0.00	0.00	0.05	0.00	0.07	0.14	0.00	0.00	0.00	0.04	0.00	0.00
SLC25A5-PS	ENSMUSG00000089785	0.14	0.20	0.24	0.29	0.07	0.24	0.00	0.15	0.10	0.04	0.29	0.06
GM15825	ENSMUSG00000089787	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16586	ENSMUSG00000089788	62.32	86.94	83.95	103.52	54.80	72.18	36.43	67.51	53.48	59.29	19.54	47.50
RDH1	ENSMUSG00000089789	2.67	2.21	1.54	1.38	2.37	2.03	1.90	2.37	1.06	1.00	0.85	1.16
GM16588	ENSMUSG00000089790	6.27	4.44	5.16	3.74	10.77	7.85	7.00	8.16	3.83	3.15	4.94	3.04
GM3555	ENSMUSG00000089791	0.56	0.46	0.45	0.61	0.95	0.36	0.51	0.57	0.59	0.30	0.50	0.33
GM16571	ENSMUSG00000089792	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16112	ENSMUSG00000089793	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16337	ENSMUSG00000089794	9.08	5.39	6.87	4.55	14.81	6.73	5.98	6.36	4.32	3.17	2.90	2.47
HMGB3-PS	ENSMUSG00000089795	0.43	0.24	0.00	0.11	0.20	0.19	0.00	0.20	0.23	0.12	0.34	0.18
GM16575	ENSMUSG00000089796	3.02	2.62	2.51	3.23	2.96	3.58	2.61	3.58	1.91	2.94	2.65	1.98
GM16118	ENSMUSG00000089797	0.18	0.05	0.00	0.00	0.26	0.00	0.00	0.07	0.06	0.05	0.28	0.00
1700028K03RIK	ENSMUSG00000089798	1.62	1.49	1.31	1.45	1.74	1.58	2.05	1.37	0.91	0.99	1.26	1.21
RPS19-PS10	ENSMUSG00000089800	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.18	0.15
GM16107	ENSMUSG00000089802	0.34	0.48	0.63	0.62	0.56	0.92	0.09	0.71	0.42	0.22	0.14	0.23
GM10171	ENSMUSG00000089803	13.71	0.00	6.29	9.46	1.17	1.25	17.33	7.98	10.09	10.66	15.39	6.02
GM16136	ENSMUSG00000089804	0.00	0.00	0.10	0.06	0.00	0.00	0.08	0.01	0.04	0.00	0.00	0.05
GM16570	ENSMUSG00000089806	2.62	1.86	1.82	1.65	1.82	1.81	2.02	2.16	2.00	2.73	3.80	1.20
GM16298	ENSMUSG00000089807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM7241	ENSMUSG00000089808	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
A930011G23RIK	ENSMUSG00000089809	0.02	0.00	0.05	0.00	0.02	0.00	0.00	0.00	0.03	0.00	0.02	0.01
GM16536	ENSMUSG00000089810	8.24	9.33	6.05	5.35	10.66	7.37	6.43	7.90	5.36	5.08	3.99	5.76
GM16138	ENSMUSG00000089811	0.00	0.00	0.00	0.76	0.17	0.32	0.12	0.56	0.06	0.00	0.00	0.39
GM15867	ENSMUSG00000089812	2.25	0.42	2.12	0.89	0.71	0.00	0.56	0.10	0.30	0.06	0.45	0.00
GM15310	ENSMUSG00000089814	0.32	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00
GM5083	ENSMUSG00000089815	0.05	0.06	0.03	0.05	0.05	0.00	0.07	0.01	0.00	0.00	0.00	0.04
EAR-PS8	ENSMUSG00000089816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM7162	ENSMUSG00000089817	2.07	2.61	1.39	1.74	3.15	2.52	0.93	2.37	1.13	1.22	0.45	1.10
GM15950	ENSMUSG00000089818	2.38	2.19	2.09	2.22	2.14	2.28	1.67	2.37	1.73	1.52	1.00	1.62
GM15679	ENSMUSG00000089819	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15775	ENSMUSG00000089820	3.41	2.04	2.17	1.84	2.26	1.31	0.98	2.34	1.25	1.82	1.96	2.04
EFHD1OS	ENSMUSG00000089821	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
GM15759	ENSMUSG00000089822	0.01	0.00	0.07	0.11	0.04	0.00	0.02	0.03	0.04	0.05	0.01	0.01
RBM12	ENSMUSG00000089824	30.82	32.57	31.01	30.00	27.84	29.32	33.72	29.69	34.08	33.28	20.94	24.85
GM16560	ENSMUSG00000089826	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1700023H06RIK	ENSMUSG00000089827	1.91	1.44	1.36	3.23	3.52	3.56	8.14	4.10	3.68	1.92	20.85	6.11
GM16300	ENSMUSG00000089828	47.26	42.40	36.70	38.02	54.81	46.33	31.24	48.43	21.72	18.11	16.29	23.11
GM16565	ENSMUSG00000089829	8.12	4.24	12.12	8.06	9.87	5.19	9.08	4.40	3.50	2.83	2.83	2.19
GM15749	ENSMUSG00000089830	0.11	0.18	0.07	0.11	0.20	0.18	0.00	0.12	0.15	0.58	0.00	0.09
GM15508	ENSMUSG00000089831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SHKBP1	ENSMUSG00000089832	16.49	13.54	15.29	13.45	11.21	14.20	14.11	12.05	16.25	15.45	21.12	13.86
FHITOS	ENSMUSG00000089833	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16303	ENSMUSG00000089834	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.12	0.22	0.00
GM7097	ENSMUSG00000089835	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15
GM16290	ENSMUSG00000089836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NPCD	ENSMUSG00000089837	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.01	0.00
GM2962	ENSMUSG00000089838	0.00	0.16	0.00	0.00	0.27	0.00	0.32	2.34	0.00	0.00	0.00	0.00
RPS19-PS11	ENSMUSG00000089839	1.95	1.19	1.23	0.74	1.51	1.22	1.59	1.47	0.25	0.79	0.55	0.91
GM4491	ENSMUSG00000089840	0.03	0.25	0.02	0.00	0.03	0.00	0.00	0.04	0.05	0.22	0.07	0.09
PITPNM2OS2	ENSMUSG00000089842	10.64	4.73	3.73	3.30	10.88	2.89	4.05	6.42	2.65	2.63	0.36	0.67
A530032D15RIK	ENSMUSG00000089844	1.30	1.37	1.06	1.30	1.35	1.96	0.78	1.74	0.95	0.45	0.30	0.40
TIMM10B	ENSMUSG00000089847	23.89	26.93	25.36	22.26	20.88	28.11	20.74	20.33	29.72	37.69	37.36	30.31
RUNX2OS2	ENSMUSG00000089849	0.22	0.08	0.19	0.22	0.60	0.99	0.19	0.43	0.20	0.08	6.62	12.44
GM16579	ENSMUSG00000089851	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
GM15853	ENSMUSG00000089853	2.41	1.14	1.49	2.01	1.36	2.49	0.94	1.87	0.85	2.13	1.50	1.23
GM16133	ENSMUSG00000089854	0.59	0.39	0.51	0.37	0.91	0.00	0.32	0.70	0.61	0.41	0.09	0.37
GM15662	ENSMUSG00000089855	20310.84	23481.31	24721.31	25602.17	28936.36	25817.48	19976.16	22893.10	22912.67	20709.56	17748.18	22057.29
ZFP882	ENSMUSG00000089857	2.66	2.92	5.86	4.60	5.25	5.82	3.89	6.34	3.48	3.40	2.64	6.89
GM13769	ENSMUSG00000089859	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16139	ENSMUSG00000089861	0.00	0.62	0.65	0.39	0.18	0.32	0.00	0.73	0.53	0.21	0.19	0.64
GM16039	ENSMUSG00000089862	59.78	26.05	39.65	13.76	41.68	9.83	20.63	32.07	32.09	14.13	10.49	13.35
DYX1C1CCPG1	ENSMUSG00000089865	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15699	ENSMUSG00000089866	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00
GM16134	ENSMUSG00000089868	0.00	0.16	0.60	1.50	0.54	0.49	0.00	0.21	0.20	0.16	0.00	0.24
GM15562	ENSMUSG00000089870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SPEER7-PS1	ENSMUSG00000089871	0.10	0.03	0.38	0.00	0.00	0.09	0.00	0.00	0.25	0.00	0.11	0.04
RPS6KC1	ENSMUSG00000089872	5.92	6.37	7.48	10.46	3.66	5.61	7.29	6.70	4.62	6.42	9.42	6.91
MUP13	ENSMUSG00000089873	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9230117E06RIK	ENSMUSG00000089874	0.14	0.16	0.20	0.00	0.40	0.25	0.37	0.60	0.00	0.00	0.00	0.12
ETOHD2	ENSMUSG00000089875	2.77	2.67	2.40	2.36	2.92	2.03	2.34	3.02	2.09	2.04	2.39	2.60
TMEM102	ENSMUSG00000089876	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.00	0.00	0.00	0.00
GM16102	ENSMUSG00000089877	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4930448H16RIK	ENSMUSG00000089879	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
GM16280	ENSMUSG00000089881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM3355	ENSMUSG00000089883	3.08	3.69	3.34	1.38	2.63	3.04	6.07	3.22	2.06	1.12	10.01	4.88
GM13747	ENSMUSG00000089884	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16296	ENSMUSG00000089885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16184	ENSMUSG00000089886	3.23	3.40	3.00	2.04	2.60	1.99	1.65	2.86	2.36	2.36	1.32	1.28
4930428N03RIK	ENSMUSG00000089887	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
GM16547	ENSMUSG00000089888	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0610040B10RIK	ENSMUSG00000089889	2.19	1.73	1.11	0.59	2.12	1.21	1.69	1.38	3.62	1.49	2.98	1.10
GM16055	ENSMUSG00000089890	1.02	0.34	2.36	1.06	1.15	0.35	1.73	0.76	2.65	0.73	0.21	0.17
GM16561	ENSMUSG00000089891	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OLFR1199	ENSMUSG00000089892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM9141	ENSMUSG00000089893	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM15524	ENSMUSG00000089894	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM14199	ENSMUSG00000089898	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TBC1D22BOS	ENSMUSG00000089900	2.21	2.01	1.24	1.38	2.35	2.97	2.14	2.77	1.84	1.54	0.23	0.85
GM8113	ENSMUSG00000089901	7.42	8.02	25.98	22.74	8.43	10.86	18.10	11.04	8.24	7.20	11.76	13.35
GM13625	ENSMUSG00000089902	0.00	0.82	0.30	0.00	0.00	0.00	0.35	0.78	0.00	0.41	0.42	0.00
GM15664	ENSMUSG00000089904	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GM16563	ENSMUSG00000089905	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.06	0.00	0.00	0.00	0.16
GM6428	ENSMUSG00000089906	0.00	0.00	0.19	0.00	0.25	0.00	0.00	0.09	0.00	0.00	0.00	0.00
GM16169	ENSMUSG00000089907	0.06	0.00	0.08	0.00	0.09	0.04	0.06	0.04	0.00	0.00	0.02	0.00
